age,hours-per-week,workclass_Government,workclass_Private,workclass_Self-emp,education_Bachelors,education_Doctorate,education_High School,education_Masters,race_Asian,race_Black,race_Hispanic,race_White,sex_Female,sex_Male,income
62,39,False,True,False,False,False,True,False,False,False,True,False,True,False,1
37,39,False,True,False,False,False,True,False,False,False,False,True,True,False,0
18,22,False,True,False,False,False,True,False,False,True,False,False,True,False,0
25,31,False,True,False,True,False,False,False,False,True,False,False,False,True,0
63,59,False,True,False,True,False,False,False,False,True,False,False,True,False,0
33,21,False,True,False,False,False,True,False,False,False,False,True,True,False,1
31,55,False,True,False,False,False,False,True,False,False,False,True,True,False,0
29,33,True,False,False,False,False,False,True,False,False,False,True,True,False,0
68,35,False,True,False,False,False,False,True,True,False,False,False,True,False,1
40,38,False,True,False,False,False,True,False,True,False,False,False,False,True,0
32,53,False,True,False,False,False,True,False,False,False,False,True,False,True,0
45,25,False,True,False,False,True,False,False,False,False,False,True,True,False,0
51,32,True,False,False,True,False,False,False,True,False,False,False,False,True,0
19,55,False,False,True,False,False,True,False,False,True,False,False,True,False,0
49,41,False,True,False,False,False,True,False,True,False,False,False,False,True,0
40,37,False,True,False,False,False,True,False,False,False,False,True,True,False,1
39,31,False,False,True,False,False,False,True,False,False,False,True,True,False,0
68,49,True,False,False,True,False,False,False,False,True,False,False,False,True,0
42,59,False,True,False,False,False,True,False,False,True,False,False,False,True,0
39,26,False,True,False,False,False,True,False,False,False,False,True,False,True,1
39,51,False,True,False,True,False,False,False,False,False,False,True,True,False,1
66,38,True,False,False,False,False,False,True,False,False,False,True,True,False,0
69,25,False,True,False,False,False,True,False,False,False,False,True,False,True,0
59,39,True,False,False,True,False,False,False,False,False,False,True,True,False,0
23,46,False,True,False,False,True,False,False,False,False,True,False,False,True,0
32,56,False,True,False,False,False,True,False,False,False,False,True,False,True,0
60,26,False,True,False,True,False,False,False,True,False,False,False,True,False,0
54,24,False,True,False,False,False,True,False,False,False,False,True,False,True,0
50,30,False,True,False,True,False,False,False,False,True,False,False,False,True,1
25,34,False,True,False,True,False,False,False,False,False,True,False,False,True,0
61,22,False,True,False,True,False,False,False,False,False,False,True,False,True,1
61,24,False,False,True,True,False,False,False,False,False,False,True,False,True,0
22,42,False,True,False,False,False,True,False,False,False,False,True,False,True,0
56,56,False,True,False,False,False,False,True,False,False,False,True,True,False,0
21,28,True,False,False,True,False,False,False,False,True,False,False,False,True,0
23,34,False,False,True,False,False,True,False,True,False,False,False,True,False,0
62,22,True,False,False,True,False,False,False,False,False,False,True,False,True,0
49,48,True,False,False,True,False,False,False,False,False,False,True,False,True,0
69,25,False,True,False,False,False,True,False,False,False,False,True,True,False,0
47,36,False,True,False,False,False,False,True,False,True,False,False,True,False,0
64,45,False,False,True,False,False,False,True,False,False,False,True,False,True,0
52,40,False,True,False,False,False,True,False,False,False,False,True,True,False,0
57,27,False,True,False,False,True,False,False,False,True,False,False,True,False,0
69,40,False,False,True,False,False,True,False,False,True,False,False,True,False,1
33,30,False,True,False,False,False,True,False,False,False,False,True,True,False,0
30,57,False,True,False,False,False,True,False,False,True,False,False,False,True,0
67,27,False,True,False,False,False,False,True,False,False,False,True,False,True,0
59,43,False,True,False,True,False,False,False,False,False,False,True,True,False,0
47,54,False,True,False,False,False,True,False,True,False,False,False,False,True,1
36,33,False,True,False,False,False,True,False,False,True,False,False,True,False,0
34,33,False,False,True,True,False,False,False,False,False,False,True,False,True,0
36,29,False,True,False,False,False,True,False,False,False,False,True,False,True,0
45,31,False,True,False,False,False,False,True,False,False,False,True,True,False,0
43,57,False,False,True,False,False,False,True,False,False,False,True,False,True,1
54,53,True,False,False,True,False,False,False,False,False,False,True,True,False,0
43,29,False,False,True,False,True,False,False,False,False,False,True,True,False,0
40,36,False,False,True,False,False,True,False,False,False,False,True,True,False,0
26,36,False,True,False,False,True,False,False,False,True,False,False,True,False,0
29,22,False,True,False,True,False,False,False,False,True,False,False,True,False,0
18,50,False,True,False,True,False,False,False,False,True,False,False,True,False,0
18,20,False,True,False,False,False,True,False,False,False,False,True,True,False,0
64,31,False,True,False,False,False,False,True,False,False,True,False,False,True,1
51,58,False,True,False,False,False,True,False,True,False,False,False,False,True,0
49,23,False,False,True,False,False,True,False,True,False,False,False,False,True,0
65,32,False,True,False,False,False,True,False,True,False,False,False,False,True,0
42,53,False,True,False,True,False,False,False,True,False,False,False,True,False,1
57,40,False,True,False,True,False,False,False,False,False,False,True,True,False,0
62,41,False,True,False,True,False,False,False,False,False,False,True,True,False,0
18,23,False,True,False,False,False,False,True,False,True,False,False,False,True,0
33,37,False,False,True,False,False,True,False,False,True,False,False,True,False,0
56,24,False,True,False,True,False,False,False,False,True,False,False,False,True,0
22,38,False,True,False,False,False,True,False,False,False,False,True,True,False,0
39,21,False,True,False,False,False,False,True,False,False,False,True,True,False,0
46,31,False,False,True,False,False,False,True,False,False,False,True,False,True,0
20,36,False,True,False,True,False,False,False,True,False,False,False,False,True,0
29,29,False,True,False,True,False,False,False,False,False,False,True,False,True,1
43,53,False,True,False,False,False,True,False,False,False,False,True,True,False,1
33,25,False,True,False,False,False,True,False,False,False,False,True,True,False,0
68,27,False,False,True,False,False,False,True,False,False,False,True,True,False,0
54,30,False,False,True,False,False,True,False,True,False,False,False,False,True,0
39,31,False,True,False,False,False,True,False,False,True,False,False,False,True,0
46,28,False,False,True,False,False,True,False,False,True,False,False,True,False,1
31,21,False,False,True,False,False,False,True,False,False,False,True,True,False,0
45,27,False,False,True,False,False,True,False,False,True,False,False,False,True,0
22,30,False,False,True,False,False,True,False,False,False,False,True,False,True,0
64,55,False,True,False,True,False,False,False,False,True,False,False,True,False,0
66,29,False,True,False,False,False,False,True,False,False,False,True,False,True,0
47,40,False,True,False,False,False,True,False,False,False,False,True,False,True,0
63,39,False,False,True,False,False,True,False,False,True,False,False,False,True,0
69,27,False,True,False,False,False,True,False,True,False,False,False,True,False,0
22,55,False,False,True,False,False,True,False,False,False,False,True,True,False,0
29,48,False,False,True,False,False,True,False,True,False,False,False,True,False,1
33,31,False,True,False,True,False,False,False,False,False,False,True,True,False,0
43,33,False,False,True,True,False,False,False,False,False,False,True,True,False,1
43,40,False,True,False,True,False,False,False,False,False,False,True,False,True,0
65,41,False,True,False,False,False,True,False,False,False,False,True,True,False,0
38,40,False,False,True,False,False,False,True,False,False,False,True,False,True,0
56,49,False,True,False,False,False,True,False,False,False,False,True,True,False,1
53,58,False,False,True,False,True,False,False,False,False,False,True,False,True,1
50,39,False,False,True,True,False,False,False,True,False,False,False,False,True,0
47,43,False,True,False,False,False,True,False,False,False,False,True,False,True,1
54,42,False,True,False,True,False,False,False,False,True,False,False,False,True,1
40,26,False,True,False,False,False,True,False,False,False,False,True,False,True,0
27,28,False,True,False,True,False,False,False,False,True,False,False,False,True,0
22,20,True,False,False,False,False,True,False,False,False,False,True,True,False,1
53,45,False,True,False,False,False,True,False,False,False,False,True,False,True,1
51,57,False,True,False,False,False,False,True,False,False,False,True,True,False,0
69,57,False,True,False,False,False,True,False,False,False,False,True,True,False,1
48,41,False,True,False,False,False,False,True,False,False,False,True,True,False,0
27,29,False,False,True,False,False,True,False,False,True,False,False,True,False,0
36,25,False,True,False,True,False,False,False,True,False,False,False,True,False,0
49,36,False,False,True,True,False,False,False,True,False,False,False,False,True,0
18,57,False,True,False,True,False,False,False,False,True,False,False,False,True,0
22,43,True,False,False,False,False,True,False,False,False,False,True,False,True,0
62,29,False,True,False,False,False,True,False,False,False,False,True,True,False,1
21,27,False,True,False,False,False,True,False,False,False,False,True,True,False,0
33,40,True,False,False,False,False,True,False,False,False,False,True,False,True,0
41,25,False,True,False,True,False,False,False,False,False,False,True,False,True,0
33,40,True,False,False,False,False,False,True,False,False,False,True,True,False,0
19,58,False,True,False,False,False,False,True,False,False,False,True,False,True,1
66,43,False,True,False,True,False,False,False,False,False,False,True,True,False,0
45,52,False,True,False,True,False,False,False,True,False,False,False,True,False,1
49,37,False,False,True,True,False,False,False,False,True,False,False,True,False,0
44,47,False,True,False,False,False,True,False,False,False,False,True,True,False,0
37,51,False,True,False,False,False,False,True,True,False,False,False,True,False,0
41,31,False,True,False,True,False,False,False,False,False,True,False,False,True,0
29,46,False,True,False,True,False,False,False,False,False,False,True,True,False,0
67,29,False,True,False,False,False,True,False,False,False,False,True,True,False,0
52,51,False,False,True,False,False,True,False,False,False,False,True,False,True,0
50,45,True,False,False,False,False,True,False,True,False,False,False,False,True,0
50,44,True,False,False,False,False,False,True,True,False,False,False,False,True,0
68,30,False,False,True,True,False,False,False,False,False,False,True,False,True,0
60,42,False,True,False,False,False,True,False,False,False,False,True,True,False,0
54,53,False,False,True,False,True,False,False,False,False,False,True,True,False,0
29,59,False,True,False,False,False,True,False,False,False,False,True,False,True,1
20,42,False,True,False,False,False,True,False,False,False,False,True,False,True,0
18,48,False,True,False,False,False,True,False,True,False,False,False,True,False,0
50,50,False,True,False,True,False,False,False,False,True,False,False,False,True,1
57,26,False,False,True,False,False,False,True,True,False,False,False,False,True,0
27,59,False,True,False,False,False,True,False,True,False,False,False,True,False,0
60,52,False,True,False,False,False,False,True,False,True,False,False,True,False,0
61,40,False,True,False,False,False,True,False,False,False,False,True,False,True,0
46,21,True,False,False,False,False,False,True,False,True,False,False,False,True,1
30,37,False,True,False,True,False,False,False,False,False,False,True,False,True,1
29,52,False,True,False,False,False,False,True,False,True,False,False,True,False,1
48,56,False,True,False,False,False,True,False,False,False,False,True,True,False,0
63,53,False,False,True,False,True,False,False,False,True,False,False,False,True,0
19,39,False,True,False,True,False,False,False,False,False,False,True,True,False,0
68,54,False,True,False,False,False,True,False,False,False,False,True,True,False,0
67,37,False,True,False,False,False,False,True,False,False,False,True,False,True,0
52,43,False,True,False,False,False,True,False,False,False,False,True,False,True,0
40,27,False,True,False,False,False,False,True,False,True,False,False,True,False,0
34,49,False,True,False,False,False,True,False,False,True,False,False,False,True,0
43,29,True,False,False,True,False,False,False,False,False,False,True,False,True,1
25,42,False,True,False,True,False,False,False,False,False,False,True,True,False,1
46,30,False,True,False,False,False,True,False,False,False,False,True,True,False,0
43,21,True,False,False,False,False,True,False,False,False,False,True,True,False,0
27,45,False,True,False,False,False,True,False,False,False,False,True,True,False,0
43,55,False,True,False,False,False,True,False,True,False,False,False,True,False,1
51,52,False,True,False,False,False,True,False,False,False,False,True,False,True,0
68,32,False,True,False,True,False,False,False,False,False,False,True,True,False,0
58,59,True,False,False,False,False,True,False,False,False,False,True,False,True,0
24,44,False,True,False,False,False,True,False,False,False,False,True,False,True,0
21,23,False,False,True,True,False,False,False,False,False,False,True,True,False,0
67,38,False,True,False,False,False,True,False,False,True,False,False,True,False,0
62,37,False,True,False,False,False,False,True,False,False,False,True,False,True,0
28,56,False,True,False,False,False,False,True,False,False,False,True,True,False,0
46,49,False,True,False,True,False,False,False,False,False,False,True,False,True,0
53,38,False,True,False,True,False,False,False,False,False,False,True,False,True,0
42,42,False,False,True,False,False,False,True,False,False,False,True,False,True,1
38,35,False,True,False,False,False,True,False,False,False,True,False,True,False,0
53,20,True,False,False,False,False,True,False,False,True,False,False,True,False,1
27,31,False,True,False,False,False,True,False,False,False,False,True,False,True,0
54,43,False,False,True,True,False,False,False,False,False,False,True,True,False,0
26,53,False,False,True,False,False,True,False,False,False,False,True,False,True,0
41,27,False,False,True,True,False,False,False,False,False,False,True,True,False,0
52,37,False,False,True,False,True,False,False,False,True,False,False,False,True,0
66,24,False,False,True,False,False,False,True,False,True,False,False,False,True,0
52,45,False,True,False,True,False,False,False,False,False,False,True,True,False,0
65,49,False,True,False,False,False,True,False,False,False,False,True,False,True,0
53,32,False,True,False,False,False,False,True,False,False,False,True,False,True,1
35,38,True,False,False,True,False,False,False,True,False,False,False,True,False,1
66,48,False,True,False,False,False,True,False,False,True,False,False,True,False,0
56,22,False,False,True,False,False,True,False,False,False,False,True,False,True,1
49,45,False,True,False,False,False,False,True,False,False,False,True,False,True,0
41,59,False,True,False,True,False,False,False,False,True,False,False,False,True,0
40,31,False,True,False,False,False,False,True,False,False,False,True,True,False,1
49,21,False,True,False,False,False,False,True,False,False,False,True,False,True,0
54,30,False,True,False,True,False,False,False,False,False,False,True,True,False,0
29,47,False,True,False,True,False,False,False,False,True,False,False,True,False,0
66,37,False,True,False,False,False,True,False,False,False,False,True,False,True,1
30,32,False,True,False,False,False,True,False,False,False,False,True,False,True,1
40,56,False,True,False,False,False,True,False,True,False,False,False,False,True,0
42,41,False,True,False,True,False,False,False,False,False,False,True,False,True,0
52,31,False,False,True,True,False,False,False,False,False,False,True,True,False,0
58,21,False,True,False,False,False,False,True,False,False,False,True,False,True,0
47,56,False,True,False,False,False,True,False,False,False,False,True,False,True,0
34,26,False,True,False,True,False,False,False,False,True,False,False,True,False,0
66,45,False,True,False,True,False,False,False,False,False,False,True,False,True,0
37,45,False,True,False,True,False,False,False,False,False,False,True,True,False,0
65,43,False,True,False,True,False,False,False,False,False,False,True,False,True,0
42,31,False,True,False,False,False,True,False,False,True,False,False,True,False,0
39,35,False,True,False,True,False,False,False,False,True,False,False,True,False,1
30,42,False,True,False,False,False,True,False,False,False,False,True,True,False,0
36,59,False,False,True,False,False,True,False,False,False,False,True,True,False,0
66,28,False,False,True,False,False,True,False,False,True,False,False,False,True,0
53,51,False,True,False,True,False,False,False,False,False,False,True,False,True,0
29,34,False,True,False,False,True,False,False,True,False,False,False,True,False,0
58,56,False,True,False,True,False,False,False,True,False,False,False,True,False,0
36,32,False,True,False,True,False,False,False,True,False,False,False,False,True,0
29,24,True,False,False,True,False,False,False,False,False,False,True,False,True,0
26,30,False,True,False,True,False,False,False,False,False,False,True,False,True,0
24,29,False,True,False,False,False,True,False,False,True,False,False,False,True,0
45,32,False,True,False,False,False,True,False,False,False,False,True,False,True,1
31,34,False,False,True,False,False,True,False,False,False,False,True,True,False,0
48,26,False,True,False,False,False,True,False,True,False,False,False,False,True,0
69,59,False,True,False,False,False,True,False,True,False,False,False,False,True,0
36,47,False,True,False,False,False,True,False,False,False,False,True,True,False,0
64,51,False,True,False,False,False,True,False,False,False,False,True,True,False,0
33,54,False,True,False,False,True,False,False,False,False,False,True,True,False,0
22,34,False,True,False,False,False,True,False,True,False,False,False,True,False,0
52,55,False,True,False,False,False,True,False,True,False,False,False,False,True,0
29,40,False,True,False,False,False,True,False,False,False,False,True,True,False,0
42,25,False,True,False,True,False,False,False,False,False,False,True,True,False,0
69,20,False,True,False,False,False,True,False,True,False,False,False,False,True,0
38,23,False,True,False,False,False,True,False,False,False,False,True,True,False,0
53,30,False,True,False,True,False,False,False,False,False,False,True,True,False,0
40,45,False,False,True,False,False,True,False,False,False,True,False,False,True,0
33,56,False,True,False,False,False,True,False,False,False,False,True,False,True,0
56,42,False,True,False,False,False,True,False,False,True,False,False,False,True,1
62,48,False,True,False,False,False,True,False,False,False,False,True,False,True,0
59,40,False,True,False,False,False,True,False,False,False,False,True,False,True,1
56,46,False,False,True,False,False,True,False,True,False,False,False,True,False,0
31,58,False,True,False,False,False,False,True,False,False,False,True,False,True,0
48,59,True,False,False,True,False,False,False,False,False,True,False,True,False,0
22,32,False,True,False,True,False,False,False,False,False,False,True,True,False,1
52,42,False,True,False,False,False,True,False,False,False,False,True,True,False,0
40,35,False,False,True,False,False,False,True,False,False,False,True,True,False,0
46,49,False,False,True,False,False,True,False,False,False,False,True,False,True,0
60,23,False,False,True,False,False,True,False,False,False,False,True,False,True,0
28,59,False,False,True,True,False,False,False,False,False,False,True,True,False,0
35,35,False,True,False,False,False,True,False,False,False,False,True,True,False,1
64,50,False,False,True,False,False,True,False,False,False,False,True,True,False,1
29,44,False,True,False,True,False,False,False,False,True,False,False,False,True,0
26,31,False,False,True,False,False,False,True,False,True,False,False,True,False,1
27,45,False,True,False,False,False,True,False,False,True,False,False,False,True,0
61,56,False,False,True,True,False,False,False,False,False,False,True,True,False,0
34,52,False,True,False,False,True,False,False,False,False,False,True,True,False,0
55,47,False,True,False,False,False,True,False,False,True,False,False,False,True,0
24,28,False,True,False,False,False,True,False,False,False,False,True,True,False,1
63,31,False,False,True,False,False,True,False,False,False,False,True,False,True,0
30,24,False,True,False,False,False,True,False,True,False,False,False,False,True,0
57,47,False,True,False,False,False,True,False,False,True,False,False,True,False,0
59,54,False,True,False,False,False,False,True,False,False,False,True,True,False,0
26,24,False,True,False,True,False,False,False,False,False,False,True,True,False,0
67,53,False,False,True,True,False,False,False,False,True,False,False,True,False,1
44,53,False,True,False,False,False,True,False,False,False,False,True,False,True,1
19,32,True,False,False,False,False,False,True,False,True,False,False,True,False,0
22,58,False,True,False,False,True,False,False,False,True,False,False,True,False,0
46,33,False,True,False,False,False,False,True,True,False,False,False,False,True,0
54,30,False,False,True,False,False,True,False,False,False,False,True,True,False,0
55,57,False,True,False,True,False,False,False,False,False,False,True,False,True,0
36,23,False,True,False,False,False,True,False,False,True,False,False,True,False,0
25,52,False,True,False,False,False,True,False,False,True,False,False,False,True,0
65,26,False,False,True,False,False,True,False,False,True,False,False,False,True,0
62,27,False,True,False,True,False,False,False,False,False,False,True,False,True,0
18,56,True,False,False,True,False,False,False,False,False,False,True,True,False,0
39,29,True,False,False,False,False,True,False,True,False,False,False,False,True,0
69,34,False,True,False,False,False,True,False,False,True,False,False,False,True,0
34,57,False,True,False,False,False,True,False,True,False,False,False,True,False,1
24,34,False,True,False,False,False,True,False,False,True,False,False,True,False,0
42,24,False,True,False,False,False,True,False,False,False,False,True,False,True,1
62,48,False,True,False,False,False,True,False,False,True,False,False,False,True,0
21,38,False,True,False,True,False,False,False,True,False,False,False,False,True,0
53,29,False,True,False,False,False,True,False,False,False,False,True,False,True,0
23,31,False,False,True,False,False,True,False,False,True,False,False,True,False,1
48,23,False,False,True,False,False,True,False,False,False,False,True,True,False,0
36,50,False,False,True,False,False,False,True,False,False,False,True,True,False,0
61,37,False,True,False,True,False,False,False,False,True,False,False,False,True,0
56,35,False,True,False,True,False,False,False,False,False,False,True,True,False,0
44,59,False,True,False,False,False,True,False,False,False,False,True,True,False,0
27,55,True,False,False,True,False,False,False,False,False,False,True,True,False,1
43,44,False,True,False,False,False,True,False,False,False,False,True,True,False,0
36,42,False,False,True,True,False,False,False,False,False,False,True,True,False,0
56,31,False,True,False,False,False,False,True,False,False,False,True,True,False,0
20,53,False,True,False,True,False,False,False,True,False,False,False,False,True,0
62,55,False,False,True,False,False,False,True,False,False,False,True,True,False,0
30,56,False,True,False,True,False,False,False,False,False,False,True,True,False,0
67,22,False,False,True,False,False,True,False,False,False,False,True,True,False,0
45,28,True,False,False,False,False,False,True,False,True,False,False,False,True,0
37,37,False,True,False,False,False,True,False,False,False,False,True,True,False,0
45,54,False,True,False,True,False,False,False,True,False,False,False,True,False,1
25,53,False,True,False,False,False,True,False,False,True,False,False,False,True,0
58,33,True,False,False,False,False,True,False,False,True,False,False,False,True,0
56,23,False,True,False,False,False,True,False,False,False,False,True,True,False,0
18,48,False,True,False,False,False,True,False,False,True,False,False,True,False,0
20,34,False,True,False,False,False,True,False,False,False,False,True,True,False,0
30,47,False,False,True,True,False,False,False,True,False,False,False,False,True,0
45,35,False,True,False,False,False,True,False,False,True,False,False,True,False,0
66,31,False,False,True,False,False,True,False,False,False,False,True,False,True,1
42,24,True,False,False,True,False,False,False,False,False,False,True,False,True,0
50,53,False,True,False,False,False,True,False,False,False,False,True,False,True,0
55,20,False,True,False,True,False,False,False,False,True,False,False,False,True,0
23,58,True,False,False,True,False,False,False,False,False,False,True,False,True,0
61,51,False,True,False,False,False,False,True,False,False,False,True,False,True,0
62,45,False,False,True,True,False,False,False,False,False,False,True,False,True,1
49,36,False,True,False,False,False,True,False,False,True,False,False,False,True,0
62,46,False,True,False,True,False,False,False,True,False,False,False,True,False,0
64,43,False,False,True,False,False,True,False,False,True,False,False,False,True,0
38,54,False,True,False,False,False,True,False,False,True,False,False,False,True,0
33,58,False,True,False,True,False,False,False,False,False,False,True,True,False,0
38,45,False,True,False,False,False,True,False,False,False,False,True,False,True,0
28,57,False,True,False,True,False,False,False,False,True,False,False,True,False,0
54,42,False,True,False,False,False,False,True,False,False,False,True,False,True,0
53,41,False,True,False,False,False,False,True,False,False,False,True,False,True,0
52,23,True,False,False,False,False,False,True,False,False,False,True,True,False,1
36,28,False,True,False,False,False,True,False,False,False,False,True,True,False,0
37,23,False,True,False,False,False,True,False,False,False,False,True,True,False,1
35,26,False,True,False,True,False,False,False,True,False,False,False,True,False,0
64,42,False,False,True,False,False,True,False,False,False,False,True,True,False,0
58,21,False,True,False,True,False,False,False,False,False,False,True,False,True,0
66,43,True,False,False,True,False,False,False,False,False,False,True,False,True,0
31,59,False,True,False,True,False,False,False,False,True,False,False,False,True,0
32,50,False,True,False,False,False,True,False,False,False,False,True,False,True,0
48,50,False,True,False,False,False,True,False,True,False,False,False,True,False,0
18,59,False,True,False,False,False,True,False,True,False,False,False,True,False,1
20,53,False,True,False,False,False,True,False,False,False,False,True,False,True,0
33,43,False,True,False,False,False,False,True,True,False,False,False,True,False,0
40,45,False,False,True,False,False,True,False,False,False,True,False,True,False,0
28,35,False,True,False,False,False,True,False,True,False,False,False,False,True,1
29,32,False,True,False,False,False,True,False,True,False,False,False,False,True,0
27,34,False,True,False,True,False,False,False,False,False,False,True,False,True,0
49,46,False,False,True,True,False,False,False,False,False,False,True,False,True,0
33,23,False,True,False,False,False,True,False,False,False,False,True,False,True,0
25,35,False,True,False,False,False,True,False,False,False,False,True,True,False,1
55,49,False,True,False,False,False,True,False,False,False,True,False,False,True,0
29,49,False,False,True,False,False,True,False,False,False,False,True,False,True,0
41,55,False,True,False,True,False,False,False,False,True,False,False,True,False,1
45,22,False,True,False,True,False,False,False,True,False,False,False,True,False,0
25,41,False,False,True,False,False,True,False,True,False,False,False,True,False,0
45,41,False,False,True,False,False,True,False,False,False,True,False,False,True,0
53,31,False,True,False,False,True,False,False,False,False,False,True,False,True,0
43,40,False,False,True,False,False,True,False,False,False,False,True,True,False,0
25,23,False,True,False,True,False,False,False,False,False,False,True,False,True,0
67,50,False,True,False,False,False,True,False,False,False,False,True,False,True,0
45,50,False,True,False,False,False,True,False,False,False,False,True,True,False,0
45,42,False,True,False,False,False,True,False,False,False,False,True,True,False,0
54,39,False,True,False,True,False,False,False,False,True,False,False,False,True,1
58,34,True,False,False,False,True,False,False,False,False,False,True,False,True,0
53,42,False,True,False,False,False,True,False,False,False,False,True,False,True,0
44,47,False,True,False,False,False,True,False,False,True,False,False,False,True,0
34,35,False,True,False,False,False,True,False,False,False,False,True,False,True,0
26,56,True,False,False,False,False,True,False,False,False,False,True,False,True,0
50,40,False,True,False,False,False,True,False,False,True,False,False,False,True,0
37,34,False,True,False,False,False,True,False,False,True,False,False,True,False,0
30,36,False,True,False,True,False,False,False,False,True,False,False,True,False,0
45,56,False,True,False,False,False,True,False,False,False,False,True,True,False,0
65,32,True,False,False,False,False,True,False,True,False,False,False,False,True,0
46,38,True,False,False,False,False,False,True,False,True,False,False,False,True,0
30,49,False,True,False,False,False,True,False,False,False,False,True,False,True,1
63,37,True,False,False,False,True,False,False,False,True,False,False,False,True,0
52,33,False,True,False,False,False,True,False,True,False,False,False,False,True,0
23,55,False,False,True,False,False,False,True,False,False,False,True,True,False,0
35,55,False,True,False,True,False,False,False,False,False,False,True,True,False,1
68,39,False,True,False,False,False,False,True,False,False,True,False,True,False,0
22,38,False,True,False,False,True,False,False,False,True,False,False,False,True,0
64,26,False,True,False,False,False,True,False,False,False,False,True,True,False,0
42,23,False,True,False,False,True,False,False,False,True,False,False,False,True,1
19,53,False,True,False,False,False,True,False,False,False,False,True,False,True,0
27,21,False,True,False,False,False,True,False,False,False,False,True,False,True,0
47,24,False,False,True,False,False,True,False,False,False,False,True,True,False,1
67,29,False,True,False,True,False,False,False,True,False,False,False,True,False,1
62,51,False,True,False,False,False,True,False,True,False,False,False,False,True,1
22,32,True,False,False,True,False,False,False,False,False,False,True,True,False,0
50,58,False,True,False,True,False,False,False,False,False,False,True,True,False,0
18,24,False,True,False,True,False,False,False,False,False,False,True,False,True,0
35,29,False,True,False,False,False,False,True,False,False,True,False,False,True,0
49,29,False,False,True,False,False,True,False,False,False,True,False,False,True,0
64,57,False,True,False,False,False,True,False,False,True,False,False,True,False,0
66,46,False,True,False,False,False,True,False,True,False,False,False,False,True,0
28,40,False,False,True,False,False,True,False,False,True,False,False,True,False,0
38,27,True,False,False,False,False,True,False,False,False,False,True,False,True,0
43,20,False,True,False,False,False,True,False,False,False,False,True,True,False,0
42,47,False,True,False,False,False,True,False,False,False,False,True,False,True,0
39,58,False,True,False,False,True,False,False,False,True,False,False,True,False,0
44,33,False,False,True,True,False,False,False,False,True,False,False,True,False,0
66,40,False,True,False,False,False,True,False,False,False,False,True,True,False,0
30,49,False,True,False,True,False,False,False,True,False,False,False,True,False,0
50,40,True,False,False,False,False,True,False,False,False,False,True,False,True,0
51,28,False,True,False,False,False,True,False,False,False,False,True,True,False,0
58,36,False,True,False,True,False,False,False,False,True,False,False,False,True,1
52,24,False,True,False,False,False,True,False,False,True,False,False,False,True,0
18,50,False,True,False,False,False,True,False,False,True,False,False,True,False,0
38,59,False,True,False,False,True,False,False,False,False,False,True,False,True,1
65,57,False,True,False,False,False,False,True,False,False,False,True,True,False,0
23,38,False,True,False,True,False,False,False,False,True,False,False,True,False,1
45,55,False,True,False,True,False,False,False,False,False,False,True,False,True,1
34,52,True,False,False,True,False,False,False,False,False,False,True,True,False,0
22,32,False,True,False,False,False,True,False,False,True,False,False,False,True,1
48,33,True,False,False,False,False,True,False,False,False,False,True,False,True,0
22,52,False,True,False,False,False,True,False,False,True,False,False,False,True,0
55,48,False,False,True,False,False,True,False,True,False,False,False,True,False,0
20,55,False,False,True,True,False,False,False,False,False,False,True,True,False,0
40,29,False,True,False,False,False,True,False,False,False,False,True,True,False,1
54,50,False,False,True,False,True,False,False,False,True,False,False,True,False,0
54,25,False,False,True,False,False,False,True,False,True,False,False,False,True,0
27,20,False,True,False,True,False,False,False,False,True,False,False,False,True,0
27,26,False,True,False,True,False,False,False,True,False,False,False,True,False,0
36,46,False,True,False,False,False,False,True,True,False,False,False,False,True,0
34,40,False,False,True,False,False,True,False,False,False,True,False,False,True,0
38,47,False,False,True,True,False,False,False,False,False,False,True,False,True,1
31,35,False,False,True,False,False,True,False,False,False,False,True,True,False,0
26,42,False,True,False,True,False,False,False,False,False,False,True,True,False,1
63,39,False,False,True,False,False,True,False,False,False,False,True,False,True,0
18,57,False,True,False,False,False,False,True,False,False,False,True,False,True,0
68,44,False,True,False,False,False,False,True,False,False,False,True,True,False,0
62,47,False,True,False,False,False,True,False,True,False,False,False,True,False,0
30,24,False,True,False,False,False,True,False,False,False,False,True,False,True,0
21,40,False,True,False,False,True,False,False,False,False,False,True,True,False,1
18,37,False,True,False,False,False,True,False,False,False,False,True,False,True,0
66,25,False,True,False,False,False,False,True,False,False,False,True,False,True,1
57,48,False,True,False,True,False,False,False,False,False,False,True,True,False,0
49,38,False,True,False,False,False,True,False,False,False,False,True,True,False,0
51,52,False,True,False,False,False,True,False,False,False,False,True,False,True,0
45,20,False,True,False,False,False,True,False,False,True,False,False,True,False,1
48,22,False,True,False,True,False,False,False,True,False,False,False,True,False,0
25,40,False,True,False,False,False,True,False,True,False,False,False,True,False,1
56,54,False,True,False,True,False,False,False,False,True,False,False,True,False,1
43,59,False,True,False,False,False,True,False,False,False,False,True,True,False,0
51,22,False,True,False,True,False,False,False,True,False,False,False,False,True,0
20,44,False,True,False,False,False,False,True,True,False,False,False,False,True,0
67,57,False,True,False,False,True,False,False,False,False,False,True,False,True,0
29,39,False,False,True,False,False,True,False,False,True,False,False,False,True,0
18,53,False,True,False,False,False,False,True,False,False,False,True,True,False,0
